Churn,Senior Citizen,Married,Dependents,Monthly Charge,Satisfaction Score,Number of Referrals,Premium Features,Paperless Billing,Contract Month to Month,Contract One Year,Contract Two Year Plus
1,0,1,1,31.0,3,1,1,1,1,0,0
1,0,0,0,80.0,3,0,0,0,1,0,0
1,0,1,0,100.15,1,1,0,1,1,0,0
1,0,0,0,94.5,1,0,0,1,1,0,0
1,0,0,0,33.9,1,0,0,1,1,0,0
1,0,0,0,84.45,2,0,0,1,1,0,0
1,0,0,0,79.5,1,0,1,1,1,0,0
1,0,1,0,89.15,1,1,0,0,1,0,0
1,0,0,0,55.3,1,0,0,1,1,0,0
1,0,1,1,55.15,2,1,1,0,1,0,0
1,0,1,0,84.95,3,1,0,1,1,0,0
1,0,0,0,43.25,2,0,1,1,1,0,0
1,0,1,0,48.35,2,1,0,1,0,1,0
1,0,0,0,79.55,2,0,0,1,1,0,0
1,0,0,0,84.5,2,0,0,0,1,0,0
1,0,1,0,108.6,1,1,1,1,0,0,1
1,0,0,0,30.3,2,0,0,0,1,0,0
1,0,0,0,45.4,2,0,0,1,1,0,0
1,0,1,0,84.15,2,1,0,0,1,0,0
1,0,0,0,19.75,3,0,0,0,1,0,0
1,0,0,0,85.4,2,0,1,1,1,0,0
1,0,0,0,75.2,2,0,0,0,1,0,0
1,0,0,0,55.85,2,0,0,1,0,1,0
1,0,0,0,84.4,3,0,0,1,1,0,0
1,0,0,0,56.25,1,0,0,0,1,0,0
1,0,0,0,68.65,3,0,0,1,1,0,0
1,0,0,0,77.85,2,0,0,0,1,0,0
1,0,0,0,105.35,3,0,0,1,1,0,0
1,0,0,0,87.05,1,0,0,1,1,0,0
1,0,0,0,53.5,1,0,0,1,1,0,0
1,0,0,0,25.1,1,0,0,1,1,0,0
1,0,0,0,54.2,1,0,1,0,1,0,0
1,0,1,0,103.4,3,1,0,1,0,0,1
1,0,0,0,84.45,2,0,0,1,1,0,0
1,0,0,0,30.6,2,0,0,1,1,0,0
1,0,0,0,70.0,1,0,0,1,1,0,0
1,0,0,0,45.3,1,0,0,1,1,0,0
1,0,0,0,29.85,2,0,1,0,1,0,0
1,0,0,0,19.8,3,0,0,0,1,0,0
1,0,0,0,76.65,1,0,0,1,1,0,0
1,0,1,0,99.15,2,1,1,1,1,0,0
1,0,0,0,44.95,1,0,0,0,1,0,0
1,0,1,0,49.55,1,1,0,1,1,0,0
1,0,0,0,95.9,1,0,0,1,1,0,0
1,0,1,0,84.1,1,1,0,0,1,0,0
1,0,0,0,49.85,3,0,0,1,1,0,0
1,0,1,0,69.5,2,1,0,1,0,1,0
1,0,1,0,104.3,1,1,0,1,1,0,0
1,0,0,0,93.85,3,0,0,1,1,0,0
1,0,1,1,50.45,2,1,0,0,1,0,0
1,0,0,0,74.65,3,0,1,1,1,0,0
1,0,0,0,94.2,3,0,0,1,1,0,0
1,0,1,0,106.55,1,2,0,0,0,1,0
1,0,0,0,20.1,1,0,0,0,1,0,0
1,0,1,0,83.8,1,0,1,0,1,0,0
1,0,0,0,55.15,2,0,0,0,1,0,0
1,0,0,0,78.45,1,0,1,1,1,0,0
1,0,1,0,87.45,3,1,0,0,1,0,0
1,0,1,0,70.75,1,1,0,1,1,0,0
1,0,0,0,81.7,1,0,0,1,1,0,0
1,0,0,0,68.25,2,0,0,0,1,0,0
1,0,0,0,79.15,1,0,0,1,1,0,0
1,0,1,0,100.95,3,1,1,1,0,1,0
1,0,1,0,69.1,1,1,0,1,1,0,0
1,0,0,0,103.45,3,0,0,1,0,1,0
1,0,0,0,77.95,2,0,0,0,1,0,0
1,0,0,0,29.5,3,0,0,0,1,0,0
1,0,0,0,70.75,1,0,0,1,1,0,0
1,0,0,0,85.65,1,0,0,1,1,0,0
1,0,0,0,46.3,1,0,0,0,1,0,0
1,0,0,0,106.3,2,0,0,1,1,0,0
1,0,0,0,89.4,1,0,1,1,1,0,0
1,0,0,0,74.15,1,0,0,1,1,0,0
1,0,1,0,99.5,3,1,0,1,1,0,0
1,0,0,0,44.15,1,0,0,1,1,0,0
1,0,0,0,53.9,3,0,1,1,1,0,0
1,0,0,0,85.45,1,0,0,1,1,0,0
1,0,1,1,50.85,1,1,0,0,1,0,0
1,0,0,1,59.2,1,0,0,0,1,0,0
1,0,0,0,83.2,2,0,0,1,1,0,0
1,0,0,0,54.9,1,0,0,1,1,0,0
1,0,1,0,103.9,1,1,0,1,1,0,0
1,0,1,1,19.25,1,1,0,1,1,0,0
1,0,1,0,75.5,1,4,0,1,1,0,0
1,0,1,0,73.75,1,5,0,1,1,0,0
1,0,0,0,96.05,1,0,0,1,1,0,0
1,0,0,0,88.95,1,0,0,1,1,0,0
1,0,0,0,50.7,3,0,0,0,1,0,0
1,0,0,0,53.4,2,0,0,0,1,0,0
1,0,1,0,83.0,1,1,0,1,0,1,0
1,0,0,1,50.6,1,0,0,0,1,0,0
1,0,0,0,89.5,3,0,0,1,1,0,0
1,0,0,0,69.8,2,0,0,1,1,0,0
1,0,1,0,101.05,1,1,0,1,1,0,0
1,0,1,0,94.7,1,1,0,1,1,0,0
1,0,1,1,61.45,2,4,1,0,1,0,0
1,0,0,0,90.55,1,0,0,1,1,0,0
1,0,0,0,88.8,2,0,0,1,1,0,0
1,0,0,0,85.2,1,0,0,1,1,0,0
1,0,1,0,106.15,1,1,1,1,1,0,0
1,0,0,0,45.3,2,0,0,1,1,0,0
1,0,0,0,73.25,1,0,0,1,1,0,0
1,0,1,1,51.05,1,1,0,1,1,0,0
1,0,1,0,85.35,3,1,0,1,1,0,0
1,0,0,0,75.2,1,0,0,1,1,0,0
1,0,0,0,20.9,3,0,0,0,1,0,0
1,0,0,0,43.3,3,0,0,1,1,0,0
1,0,1,0,109.5,2,1,1,1,0,1,0
1,0,1,0,74.6,1,1,0,1,1,0,0
1,0,0,0,19.7,1,0,0,1,1,0,0
1,0,0,0,59.45,1,0,0,1,1,0,0
1,0,0,0,105.2,2,0,1,1,0,1,0
1,0,0,0,45.15,2,0,0,1,1,0,0
1,0,1,0,93.8,1,1,0,0,1,0,0
1,0,0,0,96.2,3,0,1,1,1,0,0
1,0,0,0,79.6,2,0,0,1,1,0,0
1,0,0,0,85.25,2,0,0,1,1,0,0
1,0,0,0,80.5,3,0,1,1,1,0,0
1,0,0,0,50.75,2,0,0,1,1,0,0
1,0,1,0,89.65,1,1,1,1,1,0,0
1,0,0,0,65.4,1,0,1,1,0,1,0
1,0,0,1,72.9,1,0,1,1,1,0,0
1,0,0,0,40.0,1,0,1,0,1,0,0
1,0,0,0,86.25,2,0,1,1,1,0,0
1,0,0,0,45.65,2,0,0,1,1,0,0
1,0,0,0,70.1,1,0,0,1,1,0,0
1,0,0,0,55.35,2,0,0,0,1,0,0
1,0,0,0,45.85,1,0,0,0,1,0,0
1,0,0,0,75.25,3,0,0,0,1,0,0
1,0,0,0,100.15,2,0,0,1,1,0,0
1,0,1,1,24.4,3,0,0,1,1,0,0
1,0,0,0,20.95,1,0,0,0,1,0,0
1,0,0,0,20.25,1,0,0,0,1,0,0
1,0,0,0,45.15,1,0,0,0,1,0,0
1,0,1,0,84.4,1,1,0,1,1,0,0
1,0,0,0,75.1,2,0,0,1,1,0,0
1,0,1,0,70.15,3,1,0,1,0,1,0
1,0,0,0,101.75,2,0,0,1,1,0,0
1,0,0,0,45.8,1,0,0,0,1,0,0
1,0,0,0,20.1,3,0,0,1,1,0,0
1,0,1,0,40.65,1,2,1,0,1,0,0
1,0,0,0,69.1,1,0,0,1,1,0,0
1,0,0,0,75.0,2,0,0,1,1,0,0
1,0,1,0,100.0,2,1,1,0,0,1,0
1,0,0,0,54.15,1,0,0,1,1,0,0
1,0,1,0,108.75,1,1,1,1,0,0,1
1,0,1,0,49.15,1,1,1,1,1,0,0
1,0,0,1,19.4,2,0,0,1,1,0,0
1,0,1,0,102.0,1,1,0,1,1,0,0
1,0,0,0,20.65,2,0,0,0,1,0,0
1,0,0,0,70.8,3,0,0,1,1,0,0
1,0,0,0,89.05,3,0,1,1,1,0,0
1,0,0,0,96.6,1,0,0,1,1,0,0
1,0,1,0,104.5,1,1,0,1,1,0,0
1,0,0,0,50.6,2,0,0,1,1,0,0
1,0,0,1,49.35,1,0,0,0,1,0,0
1,0,0,0,94.25,3,0,0,1,1,0,0
1,0,1,0,68.95,2,1,0,1,1,0,0
1,0,0,0,76.05,1,0,0,1,1,0,0
1,0,0,0,24.45,3,0,0,1,1,0,0
1,0,0,0,89.35,1,0,0,1,1,0,0
1,0,1,0,80.35,1,3,0,1,1,0,0
1,0,0,0,79.05,1,0,0,1,1,0,0
1,0,1,0,95.0,1,1,0,1,1,0,0
1,0,0,0,25.2,2,0,0,0,1,0,0
1,0,1,0,109.75,2,1,1,0,0,0,1
1,0,0,0,19.3,3,0,0,0,0,1,0
1,0,0,0,49.1,1,0,0,1,1,0,0
1,0,0,0,65.25,1,0,1,0,1,0,0
1,0,1,0,94.1,3,9,1,1,0,0,1
1,0,1,0,104.65,3,2,0,1,1,0,0
1,0,0,0,74.25,3,0,0,1,1,0,0
1,0,1,0,100.2,2,1,0,1,1,0,0
1,0,1,0,70.1,1,1,0,1,0,1,0
1,0,0,0,105.65,2,0,1,1,0,1,0
1,0,0,0,85.95,1,0,1,1,0,1,0
1,0,0,0,73.9,1,0,0,1,1,0,0
1,0,1,0,109.45,1,1,0,1,0,0,1
1,0,0,0,100.2,1,0,0,1,1,0,0
1,0,1,0,74.05,3,1,0,1,1,0,0
1,0,0,0,101.55,3,0,0,1,1,0,0
1,0,1,0,55.95,1,1,0,1,0,1,0
1,0,0,0,45.75,1,0,0,0,1,0,0
1,0,0,0,74.95,1,0,0,0,1,0,0
1,0,0,0,80.15,1,0,0,0,1,0,0
1,0,1,0,109.25,1,1,1,1,0,1,0
1,0,0,0,35.2,1,0,0,0,1,0,0
1,0,1,0,78.8,3,1,0,0,1,0,0
1,0,0,0,106.4,1,0,0,1,1,0,0
1,0,0,0,49.4,1,0,0,0,1,0,0
1,0,1,0,90.2,1,1,0,1,1,0,0
1,0,0,0,93.55,2,0,0,1,1,0,0
1,0,0,0,80.85,1,0,0,1,1,0,0
1,0,1,0,82.05,2,1,0,1,0,1,0
1,0,1,0,20.55,1,1,0,1,1,0,0
1,0,0,0,78.65,1,0,0,0,1,0,0
1,0,0,0,42.9,1,0,0,1,1,0,0
1,0,0,0,34.25,1,0,1,0,1,0,0
1,0,0,0,58.5,1,0,1,0,1,0,0
1,0,1,0,105.3,1,1,0,1,1,0,0
1,0,1,0,73.85,1,1,0,1,1,0,0
1,0,0,0,24.75,3,0,0,0,0,0,1
1,0,0,0,24.45,1,0,0,1,1,0,0
1,0,0,0,105.7,3,0,0,1,1,0,0
1,0,0,0,24.25,1,0,0,1,1,0,0
1,0,0,0,76.5,3,0,0,1,1,0,0
1,0,0,0,93.5,2,0,1,1,1,0,0
1,0,0,0,74.9,1,0,0,1,1,0,0
1,0,0,0,24.05,2,0,0,1,1,0,0
1,0,0,0,50.55,1,0,0,0,1,0,0
1,0,0,0,100.55,2,0,0,1,1,0,0
1,0,1,1,20.5,1,0,0,1,1,0,0
1,0,0,0,74.8,1,0,0,1,1,0,0
1,0,1,0,24.45,3,1,0,1,1,0,0
1,0,0,0,71.0,1,0,0,1,1,0,0
1,0,0,0,50.6,1,0,0,1,1,0,0
1,0,1,0,84.85,2,1,1,1,1,0,0
1,0,1,1,65.7,1,1,0,0,1,0,0
1,0,0,0,70.5,2,0,0,0,1,0,0
1,0,0,0,94.85,3,0,0,1,1,0,0
1,0,0,0,19.75,3,0,0,0,1,0,0
1,0,1,1,65.45,1,1,0,1,1,0,0
1,0,1,0,67.5,1,1,1,1,0,1,0
1,0,0,0,69.6,1,0,0,1,1,0,0
1,0,1,0,84.35,2,1,1,0,0,1,0
1,0,0,0,78.05,1,0,0,0,1,0,0
1,0,0,0,73.6,1,0,0,0,1,0,0
1,0,0,0,74.75,2,0,0,1,1,0,0
1,0,0,0,20.2,1,0,0,1,1,0,0
1,0,0,0,25.05,1,0,0,1,1,0,0
1,0,0,0,39.3,1,0,0,1,1,0,0
1,0,0,0,20.25,2,0,0,1,1,0,0
1,0,0,0,23.9,3,0,0,1,1,0,0
1,0,0,0,85.45,2,0,0,1,1,0,0
1,0,0,0,99.9,3,0,0,0,0,1,0
1,0,0,0,84.8,1,0,0,1,1,0,0
1,0,1,0,75.2,2,1,0,1,1,0,0
1,0,1,0,49.35,1,1,0,0,0,0,1
1,0,0,0,74.9,1,0,0,1,1,0,0
1,0,0,0,101.25,3,0,0,1,1,0,0
1,0,0,0,18.95,3,0,0,1,1,0,0
1,0,0,0,28.6,2,0,1,0,1,0,0
1,0,1,0,96.2,1,5,1,1,1,0,0
1,0,1,0,104.15,1,1,1,1,0,1,0
1,0,0,0,90.6,1,0,0,0,1,0,0
1,0,0,0,50.8,2,0,1,1,1,0,0
1,0,0,0,90.05,3,0,0,1,1,0,0
1,0,1,0,75.85,2,1,0,1,1,0,0
1,0,1,0,68.5,3,1,0,1,1,0,0
1,0,0,0,73.5,1,0,0,1,1,0,0
1,0,0,0,69.95,3,0,0,1,1,0,0
1,0,0,0,70.05,1,0,0,1,1,0,0
1,0,0,0,94.0,1,0,0,1,1,0,0
1,0,1,1,61.15,1,1,0,0,1,0,0
1,0,1,0,84.45,1,0,0,1,1,0,0
1,0,1,0,75.3,3,1,0,1,0,1,0
1,0,0,0,19.6,3,0,0,1,1,0,0
1,0,0,0,102.0,1,0,1,0,0,1,0
1,0,1,0,90.2,1,1,0,0,1,0,0
1,0,1,0,25.15,3,1,0,1,0,0,1
1,0,0,0,79.85,1,0,1,1,1,0,0
1,0,0,0,49.6,1,0,0,1,1,0,0
1,0,0,0,91.85,1,0,0,0,1,0,0
1,0,1,1,40.1,1,1,1,0,1,0,0
1,0,0,0,89.8,1,0,0,1,1,0,0
1,0,1,1,72.25,1,1,1,0,1,0,0
1,0,0,0,40.1,2,0,0,1,1,0,0
1,0,0,0,79.55,2,0,0,0,1,0,0
1,0,0,0,84.05,2,0,0,0,0,1,0
1,0,0,0,89.1,2,0,0,1,1,0,0
1,0,1,0,94.4,1,1,0,0,1,0,0
1,0,0,0,78.25,1,0,0,1,1,0,0
1,0,0,0,19.1,2,0,0,1,1,0,0
1,0,0,0,74.9,1,0,0,1,1,0,0
1,0,0,0,24.75,2,0,0,0,1,0,0
1,0,1,0,79.7,1,1,0,0,1,0,0
1,0,1,0,57.55,1,1,1,0,0,0,1
1,0,1,0,86.5,3,3,0,1,1,0,0
1,0,1,0,103.95,2,1,0,1,1,0,0
1,0,0,0,48.95,1,0,1,1,1,0,0
1,0,1,0,83.55,1,1,0,1,1,0,0
1,0,0,0,70.45,1,0,0,1,1,0,0
1,0,1,0,60.3,2,1,0,0,0,1,0
1,0,0,1,24.75,1,0,0,0,1,0,0
1,0,1,0,103.3,3,1,1,0,1,0,0
1,0,0,0,78.5,2,0,0,1,1,0,0
1,0,0,0,19.85,1,0,0,0,1,0,0
1,0,0,0,58.6,2,0,1,1,1,0,0
1,0,1,0,98.5,2,1,0,1,1,0,0
1,0,0,0,50.45,3,0,0,1,1,0,0
1,0,1,0,94.65,2,1,0,1,1,0,0
1,0,0,0,100.25,1,0,0,1,1,0,0
1,0,0,0,88.45,2,0,0,1,1,0,0
1,0,0,0,69.85,1,0,0,1,1,0,0
1,0,0,0,81.7,1,0,0,0,1,0,0
1,0,0,0,79.9,1,0,0,1,1,0,0
1,0,0,0,25.4,1,0,0,1,1,0,0
1,0,0,0,20.9,3,0,0,0,1,0,0
1,0,1,0,69.4,1,1,0,1,1,0,0
1,0,0,0,74.9,1,0,0,1,1,0,0
1,0,0,0,70.1,3,0,0,1,1,0,0
1,0,0,0,78.3,1,0,0,1,1,0,0
1,0,0,0,96.8,1,0,0,1,1,0,0
1,0,0,0,94.4,1,0,0,1,1,0,0
1,0,0,0,84.3,1,0,0,0,1,0,0
1,0,1,1,19.95,1,1,0,0,1,0,0
1,0,1,0,99.25,1,1,0,1,1,0,0
1,0,0,0,80.45,3,0,1,1,0,0,1
1,0,1,0,79.35,3,1,0,1,1,0,0
1,0,0,0,79.75,3,0,0,1,1,0,0
1,0,1,0,100.05,1,1,0,1,1,0,0
1,0,0,0,69.35,2,0,0,1,1,0,0
1,0,0,0,85.8,1,0,1,0,1,0,0
1,0,1,0,79.7,1,0,0,1,0,0,1
1,0,1,0,80.55,1,1,0,1,1,0,0
1,0,1,0,84.5,1,1,0,1,1,0,0
1,0,0,0,84.3,1,0,0,1,1,0,0
1,0,0,0,67.75,2,0,0,1,1,0,0
1,0,0,0,80.05,1,0,0,1,1,0,0
1,0,0,0,20.0,2,0,0,0,1,0,0
1,0,0,0,48.8,1,0,0,1,1,0,0
1,0,1,0,102.8,1,1,1,1,1,0,0
1,0,0,0,99.95,2,0,1,1,1,0,0
1,0,1,0,117.8,2,1,1,1,0,1,0
1,0,1,0,79.65,1,1,1,1,1,0,0
1,0,0,0,94.7,1,0,0,1,1,0,0
1,0,0,0,92.5,2,0,0,1,1,0,0
1,0,1,1,19.45,2,1,0,0,1,0,0
1,0,0,0,75.55,2,0,0,1,1,0,0
1,0,1,0,70.0,2,1,0,1,1,0,0
1,0,1,0,74.8,1,1,1,1,0,0,1
1,0,1,0,104.4,1,1,0,1,1,0,0
1,0,0,0,86.2,1,0,0,0,1,0,0
1,0,1,1,51.2,3,1,1,0,1,0,0
1,0,0,0,19.5,3,0,0,0,1,0,0
1,0,0,0,74.9,1,0,0,0,1,0,0
1,0,0,0,100.25,1,0,0,1,1,0,0
1,0,0,0,100.0,1,0,1,1,0,1,0
1,0,1,0,99.85,1,5,1,1,1,0,0
1,0,0,0,94.2,2,0,0,1,1,0,0
1,0,0,0,104.05,3,0,1,1,0,1,0
1,0,1,0,94.7,2,7,0,1,1,0,0
1,0,0,0,44.45,3,0,0,1,1,0,0
1,0,0,0,84.9,1,0,0,1,1,0,0
1,0,0,0,20.25,1,0,0,0,1,0,0
1,0,0,0,74.35,3,0,0,1,1,0,0
1,0,0,0,62.05,2,0,1,0,1,0,0
1,0,1,0,80.0,1,1,1,0,0,1,0
1,0,0,0,104.1,3,0,0,0,1,0,0
1,0,0,0,76.5,1,0,0,1,1,0,0
1,0,0,0,49.2,1,0,1,1,1,0,0
1,0,0,0,23.15,1,0,0,0,1,0,0
1,0,1,0,80.85,1,1,0,0,1,0,0
1,0,0,0,60.1,1,0,1,0,1,0,0
1,0,0,0,78.95,2,0,0,1,1,0,0
1,0,0,0,45.15,2,0,0,1,1,0,0
1,0,0,0,79.4,1,0,0,1,1,0,0
1,0,0,0,53.95,2,0,0,1,0,1,0
1,0,1,0,99.3,3,0,0,1,1,0,0
1,0,0,0,80.65,2,0,0,1,1,0,0
1,0,0,0,71.1,2,0,0,0,1,0,0
1,0,1,0,20.8,3,1,0,0,0,1,0
1,0,0,0,46.0,1,0,0,1,1,0,0
1,0,0,0,66.25,3,0,1,0,1,0,0
1,0,0,0,90.0,2,0,1,1,1,0,0
1,0,0,0,70.45,3,0,0,1,0,1,0
1,0,0,0,19.75,3,0,0,0,0,0,1
1,0,0,0,53.95,1,0,1,1,1,0,0
1,0,0,0,81.0,1,0,0,1,1,0,0
1,0,1,0,69.8,3,1,0,1,1,0,0
1,0,0,0,93.9,1,0,0,1,1,0,0
1,0,1,0,91.15,2,1,0,1,1,0,0
1,0,0,0,70.95,1,0,0,1,1,0,0
1,0,1,0,99.5,1,1,0,1,1,0,0
1,0,0,0,83.9,1,0,0,1,1,0,0
1,0,0,0,104.4,1,0,0,1,1,0,0
1,0,0,0,44.65,1,0,0,0,1,0,0
1,0,0,0,25.25,1,0,0,0,1,0,0
1,0,0,0,84.05,3,0,0,0,1,0,0
1,0,0,0,74.7,1,0,0,1,1,0,0
1,0,0,0,90.8,3,0,0,1,1,0,0
1,0,0,0,85.35,2,0,1,0,0,1,0
1,0,0,0,35.75,3,0,0,1,1,0,0
1,0,1,0,89.4,1,1,0,1,1,0,0
1,0,0,0,19.8,1,0,0,1,1,0,0
1,0,1,1,50.9,3,1,0,1,1,0,0
1,0,0,0,81.0,2,0,0,1,1,0,0
1,0,0,0,98.35,1,0,0,1,1,0,0
1,0,0,0,51.0,2,0,0,1,1,0,0
1,0,1,0,91.65,2,1,0,1,1,0,0
1,0,0,0,90.85,3,0,0,1,1,0,0
1,0,0,0,69.4,1,0,0,0,1,0,0
1,0,1,1,20.15,2,1,0,1,1,0,0
1,0,0,0,74.95,2,0,0,1,1,0,0
1,0,0,0,47.95,1,0,0,1,1,0,0
1,0,0,0,63.6,1,0,1,1,1,0,0
1,0,0,0,36.85,1,0,1,1,1,0,0
1,0,0,0,44.1,3,0,0,1,1,0,0
1,0,0,0,50.75,1,0,0,1,1,0,0
1,0,0,0,106.45,1,0,0,1,0,1,0
1,0,0,0,96.05,1,0,0,1,1,0,0
1,0,0,0,75.1,2,0,0,1,1,0,0
1,0,0,0,55.0,2,0,1,1,1,0,0
1,0,1,0,74.35,2,1,0,1,1,0,0
1,0,1,0,104.7,2,1,1,1,0,1,0
1,0,0,0,55.7,2,0,0,1,1,0,0
1,0,0,0,19.85,1,0,0,0,1,0,0
1,0,0,0,70.3,1,0,0,1,1,0,0
1,0,0,0,94.5,2,0,0,0,1,0,0
1,0,0,0,79.65,2,0,0,1,1,0,0
1,0,0,0,20.2,2,0,0,1,1,0,0
1,0,1,0,106.05,2,0,0,1,0,0,1
1,0,0,0,99.15,1,0,0,1,1,0,0
1,0,1,0,55.9,1,3,0,0,1,0,0
1,0,0,0,82.35,1,0,0,1,1,0,0
1,0,0,0,40.4,3,0,1,1,1,0,0
1,0,0,0,75.35,1,0,0,0,1,0,0
1,0,0,0,85.15,1,0,0,1,0,1,0
1,0,1,0,93.8,3,5,0,1,0,1,0
1,0,0,0,20.4,3,0,0,1,0,1,0
1,0,0,0,30.5,1,0,0,1,1,0,0
1,0,0,1,20.1,2,0,0,0,1,0,0
1,0,0,0,75.3,1,0,0,0,1,0,0
1,0,0,0,20.05,2,0,0,0,1,0,0
1,0,0,0,70.4,1,0,0,0,1,0,0
1,0,1,0,49.75,1,4,0,1,0,1,0
1,0,1,0,94.0,1,1,0,1,1,0,0
1,0,0,0,118.35,1,0,1,1,0,1,0
1,0,0,0,30.45,1,0,0,1,1,0,0
1,0,1,0,96.1,2,4,0,1,1,0,0
1,0,1,0,104.2,1,1,0,1,1,0,0
1,0,0,0,80.8,3,0,0,1,1,0,0
1,0,0,0,80.3,2,0,0,1,1,0,0
1,0,0,0,69.35,2,0,1,1,1,0,0
1,0,0,0,89.4,2,0,0,1,1,0,0
1,0,1,0,60.45,2,1,1,1,0,1,0
1,0,1,0,84.9,1,1,0,1,1,0,0
1,0,1,0,73.55,1,1,0,1,1,0,0
1,0,1,0,20.15,3,1,0,0,1,0,0
1,0,1,0,34.7,2,1,0,0,0,1,0
1,0,1,0,101.15,2,1,0,0,1,0,0
1,0,0,0,88.7,1,0,0,1,1,0,0
1,0,0,0,79.75,3,0,0,1,1,0,0
1,0,0,0,94.55,2,0,0,1,1,0,0
1,0,1,0,96.25,3,1,1,1,0,0,1
1,0,0,0,104.7,3,0,1,1,0,1,0
1,0,0,1,55.25,1,0,0,1,1,0,0
1,0,0,0,90.1,1,0,0,1,1,0,0
1,0,0,0,53.75,1,0,0,0,1,0,0
1,0,0,0,89.3,1,0,0,0,1,0,0
1,0,1,0,95.2,1,5,0,1,1,0,0
1,0,1,0,74.5,2,1,0,1,1,0,0
1,0,0,0,79.65,3,0,0,1,1,0,0
1,0,1,0,80.05,3,1,0,1,1,0,0
1,0,1,0,89.2,1,1,0,1,1,0,0
1,0,1,0,83.65,2,1,0,1,1,0,0
1,0,1,0,19.5,3,1,0,0,1,0,0
1,0,0,0,51.25,1,0,1,0,1,0,0
1,0,0,0,45.6,1,0,0,1,1,0,0
1,0,0,0,49.65,2,0,1,1,1,0,0
1,0,1,1,20.0,1,1,0,1,1,0,0
1,0,1,0,34.0,1,1,0,1,1,0,0
1,0,1,0,88.35,2,1,0,0,1,0,0
1,0,1,0,107.95,2,1,1,1,0,0,1
1,0,0,0,64.75,1,0,0,1,1,0,0
1,0,0,0,89.8,1,0,0,0,1,0,0
1,0,0,0,95.5,2,0,0,0,0,1,0
1,0,1,0,84.5,1,3,0,1,1,0,0
1,0,0,0,90.7,1,0,0,1,1,0,0
1,0,0,0,103.95,3,0,0,1,0,1,0
1,0,0,0,74.75,1,0,0,1,1,0,0
1,0,0,0,50.8,2,0,1,1,1,0,0
1,0,0,0,80.25,1,0,0,1,1,0,0
1,0,1,0,78.9,3,1,0,1,1,0,0
1,0,0,0,84.75,3,0,0,1,1,0,0
1,0,0,0,85.45,1,0,0,0,1,0,0
1,0,1,1,19.9,1,4,0,0,1,0,0
1,0,0,0,70.6,3,0,0,1,1,0,0
1,0,0,0,81.0,2,0,0,1,1,0,0
1,0,0,0,84.85,2,0,0,1,1,0,0
1,0,0,0,105.65,1,0,1,1,0,1,0
1,0,0,0,80.85,1,0,0,1,1,0,0
1,0,1,0,89.45,2,3,0,0,1,0,0
1,0,0,0,72.15,2,0,0,1,1,0,0
1,0,0,0,76.4,2,0,1,0,1,0,0
1,0,1,0,79.9,2,0,0,1,1,0,0
1,0,1,0,65.3,1,1,1,0,0,0,1
1,0,0,0,19.65,2,0,0,0,1,0,0
1,0,0,0,84.65,1,0,0,1,1,0,0
1,0,0,0,31.05,2,0,0,1,1,0,0
1,0,0,0,51.0,1,0,0,1,1,0,0
1,0,1,1,44.35,2,0,0,1,1,0,0
1,0,0,0,79.7,2,0,0,1,1,0,0
1,0,0,1,55.0,1,0,0,1,1,0,0
1,0,1,0,73.9,1,3,1,1,0,1,0
1,0,1,0,77.75,2,5,0,1,1,0,0
1,0,0,0,84.95,1,0,0,0,1,0,0
1,0,0,0,73.85,2,0,1,1,1,0,0
1,0,1,0,51.8,2,2,0,1,0,1,0
1,0,0,1,46.0,1,0,0,0,1,0,0
1,0,0,0,51.75,1,0,0,0,1,0,0
1,0,1,0,94.4,1,1,0,1,1,0,0
1,0,0,0,70.15,3,0,0,1,1,0,0
1,0,0,0,34.7,1,0,0,1,1,0,0
1,0,0,0,81.1,3,0,0,1,1,0,0
1,0,1,1,20.55,3,1,0,0,1,0,0
1,0,0,0,106.6,3,0,1,1,0,0,1
1,0,1,0,106.75,1,7,1,1,1,0,0
1,0,0,0,89.45,3,0,0,1,1,0,0
1,0,0,0,97.9,3,0,1,1,1,0,0
1,0,0,0,55.7,1,0,0,1,1,0,0
1,0,0,0,79.8,2,0,0,1,1,0,0
1,0,1,0,39.05,3,1,0,1,1,0,0
1,0,0,0,53.55,1,0,0,1,1,0,0
1,0,1,0,93.9,1,1,1,0,0,0,1
1,0,1,0,113.15,1,1,1,1,0,0,1
1,0,1,0,80.5,1,3,0,1,1,0,0
1,0,0,0,19.3,3,0,0,1,1,0,0
1,0,0,0,49.65,3,0,0,1,1,0,0
1,0,0,0,54.35,3,0,1,0,0,0,1
1,0,0,0,88.45,3,0,0,1,1,0,0
1,0,1,0,94.85,2,1,1,1,1,0,0
1,0,1,0,69.95,2,9,0,1,1,0,0
1,0,0,0,48.6,1,0,0,1,1,0,0
1,0,1,0,80.15,3,1,0,1,1,0,0
1,0,0,0,75.5,2,0,0,1,1,0,0
1,0,0,0,20.2,1,0,0,1,1,0,0
1,0,1,0,74.75,1,1,0,1,1,0,0
1,0,0,0,104.05,1,0,1,1,1,0,0
1,0,0,0,96.65,1,0,0,1,1,0,0
1,0,0,0,103.45,2,0,0,1,1,0,0
1,0,1,1,19.9,3,1,0,1,1,0,0
1,0,1,0,46.35,3,1,0,0,1,0,0
1,0,0,0,19.95,2,0,0,0,1,0,0
1,0,0,0,79.6,3,0,0,0,1,0,0
